0
Which section(s) does your junior high school operate?
Which section(s) does your junior high school operate?/Morning
Which section(s) does your junior high school operate?/Afternoon
Which section(s) does your junior high school operate?/Evening
What is the total number of Junior High School students?
What is the total number of Junior High School students that are males?
What is the total number of Junior High School students that are females?
What is the total number of Junior High School teachers that are males?
What is the total number of Junior High School teachers that are females?
How many teachers are teaching only one grade at Junior High level that are male?
How many teachers that are teaching only one grade at Junior High level that are female?
How many additional teachers are need to teach at the grade Junior High level?
How many FEMALE students in Grade 7 are Repeaters?
How many MALE students in Grade 7 are Repeaters?
How many FEMALE students in Grade 8 are Repeaters?
How many MALE students in Grade 8 are Repeaters?
How many FEMALE students in Grade 9 are Repeaters?
How many MALE students in Grade 9 are Repeaters?
How many MALE students in Grade 7 are Visually impaired ?
How many FEMALE students in Grade 7 are Visually impaired?
How many MALE students in Grade 8 are Visually impaired ?
How many FEMALE students in Grade 8 are Visually impaired?
How many MALE students in Grade 9 are Visually impaired ?
How many FEMALE students in Grade 9 are Visually impaired?
How many MALE students in  Grade 7 have hearing impairment?
How many FEMALE students in Grade 7 have hearing impairment?
How many MALE students in  Grade 8 have hearing impairment?
How many FEMALE students in Grade 8 have hearing impairment?
How many MALE students in  Grade 9 have hearing impairment?
How many FEMALE students in Grade 9 have hearing impairment?
How many MALE students in  Grade 7 have other physical disabilities?
How many FEMALE students in  Grade 7 have other physical disabilities?
How many MALE students in  Grade 8 have other physical disabilities?
How many FEMALE students in  Grade 8 have other physical disabilities?
How many MALE students in  Grade 9 have other physical disabilities?
How many FEMALE students in  Grade 9 have other physical disabilities?
How many MALE students in  Grade 7 have other mental disability or learning difficulty?
How many FEMALE students in  Grade 7 have other mental disability or learning difficulty?
How many MALE students in  Grade 8 have other mental disability or learning difficulty?
How many FEMALE students in  Grade 8 have other mental disability or learning difficulty?
How many FEMALE students in  Grade 9 have other mental disability or learning difficulty?
How many MALE students in  Grade 9 have other mental disability or learning difficulty?
How many Sections do Grade 7 has?
How many Sections do Grade 8 has?
How many Sections do Grade 9 has?
How many students repeating  Grade 7 are MALES?
How many students repeating  Grade 8 are MALES?
How many students repeating  Grade 9 are MALES?
How many students repeating  Grade 7 are FEMALES?
How many students repeating  Grade 8 are FEMALES?
How many students repeating  Grade 9are FEMALES?
How many students  below Age 12 years old in Grade 7 are MALES?
How many students below Age 12 years old in Grade 8 are MALES?
How many students below Age 12 years old in Grade 9 are MALES?
How many students below Age 12 years old in Grade 7 are FEMALES?
How many students below Age 12 years old in Grade 8 are FEMALES?
How many students below Age 12 years old in Grade 9 are FEMALES?
How many students Age 12 years old in Grade 7 are MALES?
How many students Age 12 years old in Grade 8 are MALES?
How many students Age 12 years old in Grade 9 are MALES?
How many students Age 12 years old in Grade 7 are FEMALES?
How many students Age 12 years old in Grade 8 are FEMALES?
How many students Age 12 years old in Grade 9 are FEMALES?
How many students  Age 13 years old in Grade 7 are MALES?
How many students  Age 13 years old in Grade 8 are MALES?
How many students  Age 13 years old in Grade 9 are MALES?
How many students  Age 13 years old in Grade 7 are FEMALES?
How many students  Age 13 years old in Grade 8 are FEMALES?
How many students  Age 13 years old in Grade 9 are FEMALES?
How many students Age 14 years old in Grade 7 are MALES?
How many students Age 14 years old in Grade 8 are MALES?
How many students Age 14 years old in Grade 9 are MALES?
How many students  Age 14 years old in Grade 7 are FEMALES?
How many students  Age 14 years old in Grade 8 are FEMALES?
How many students  Age 14 years old in Grade 9 are FEMALES?
How many students  Age 15 years old in Grade 7 are MALES?
How many students  Age 15 years old in Grade 8 are MALES?
How many students  Age 15 years old in Grade 9 are MALES?
How many students  age 15 Years old  in Grade 7 are FEMALES?
How many students   age 15 Years old  in Grade 8 are FEMALES?
How many students  age 15 Years old  in Grade 9 are FEMALES?
How many students age 16 Years old  in Grade 7 are MALES?
How many students age 16 Years old  in Grade 8 are MALES?
How many students age 16 Years old  in Grade 9 are MALES?
How many students  above Age 16 in Grade 7 are FEMALES?
How many students  above Age 16 in Grade 8 are FEMALES?
How many students  above Age 16 in Grade 9 are FEMALES?
How many students age 17 in Grade 7 are MALES?
How many students age 17 in Grade 9 are MALES?
How many students age 17 in Grade 8 are MALES?
How many students age 17 in Grade 7 are FEMALES?
How many students age 17 in Grade 8 are FEMALES?
How many students age 17 in Grade 9 are FEMALES?
How many students age 18 in Grade 7 are MALES?
How many students age 18 in Grade 9 are MALES?
How many students age 18 in Grade 8 are MALES?
How many students age 18 in Grade 7 are FEMALES?
How many students age 18 in Grade 8 are FEMALES?
How many students age 18 in Grade 9 are FEMALES?
How many students age 19 in Grade 7 are MALES?
How many students age 19 in Grade 8 are MALES?
How many students age 19 in Grade 9 are MALES?
How many students age 19 in Grade 7 are FEMALES?
How many students age 19 in Grade 8 are FEMALES?
How many students age 19 in Grade 9 are FEMALES?
How many students age 20 in Grade 7 are MALES?
How many students age 20 in Grade 8 are MALES?
How many students age 20 in Grade 9 are MALES?
How many students age 20 in Grade 7 are FEMALES?
How many students age 20 in Grade 8 are FEMALES?
How many students age 20 in Grade 9 are FEMALES?
How many students above age 20 in Grade 7 that are MALES?
How many students above age 20 in Grade 8 that are MALES?
How many students above age 20 in Grade 9 that are MALES?
How many students above age 20 in Grade 7 that are FEMALES?
How many students above age 20 in Grade 8 that are FEMALES?
How many students above age 20 in Grade 9 that are FEMALES?
How many students who graduated from Grade 7 last Academic year are MALES
How many students who graduated from Grade 8 last Academic year are MALES
How many students who graduated from Grade 9 last Academic year are MALES
How many students who graduated from Grade 7 last Academic year are FEMALES?
How many students who graduated from Grade 8 last Academic year are FEMALES?
How many students who graduated from Grade 9 last Academic year are FEMALES?
what is the total number of  junior high school students  that are Males?
What is total intake in Grade 7?
What is total intake in Grade 8?
What is total intake in Grade 9?
