0
School Name
Emis code
County
District in Bong County
District in Gbarpolu
District in River Gee
District in Sinoe
District in Lofa
District in Nimba
District in Grand Cape Mount
District in Maryland
District in Margibi
District in Bomi
District in Grand Bassa
District in Montserrado 2
District in Montserrado 1
Districts in Grand Kru
Districts in Grand Gedeh
Districts in River Cess
Take a photograph
GPS Coordinate
_GPS Coordinate_latitude
_GPS Coordinate_longitude
_GPS Coordinate_altitude
_GPS Coordinate_precision
Specific Location
Is the school a Boarding school?
The school is located in a Rural or Urban area
Write down the school's primary contact phone number
Write down the school's primary email
Level of school
Level of school/Early Childhood Education
"Level of school/Primary (Lower Basic, Grade 1-6)"
"Level of school/Junior High (Upper Basic, Grades 7-9)"
"Level of school/Senior High (secondary, Grades 10-12)"
Level of school/Alternative Learning program
Level of school/Technical and Vocational Education Education and Training
WAEC code for High School
WAEC code for Junior High  School
Type of school
Has the school obtained a permit for operation from the Ministry of Education?
How is the school accessible?
How is the school accessible?/Car
How is the school accessible?/Motorcycle
How is the school accessible?/Canoe
How is the school accessible?/Walking
What year was the school established?
Which session or sessions does your school operate
Which session or sessions does your school operate/Morning
Which session or sessions does your school operate/Afternoon
Which session or sessions does your school operate/Evening
What is the total number of students in ECE?
What is the total number of nursery students that are Males?
What is the total number of nursery students that are females?
What is the total number of pre-kindergarten students that are males?
What is the total number of pre-kindergarten students that are females?
What is the total number of kindergarten students that are Males?
What is the total number of kindergarten students that are Females?
What is the total number of ECE teachers?
What is the total number of nursery teachers that are Males?
What is the total number of nursery teachers that are Females?
What is the total number of pre-kindergarten teachers that are Males?
What is the total number of pre-kindergarten teachers that are Females?
What is the total number of kindergarten teachers that are males?
What is the total number of kindergarten teachers that are females?
How many male students in nursery are repeaters
How many female students in nursery are repeaters
How many FEMALE students in Pre-Kindergarten are Repeaters?
How many MALE students in Pre-Kindergarten are Repeaters?
How many MALE students in Kindergarten are Repeaters?
How many female students in Kindergarten are Repeaters?
How many teachers are teaching only one grade at the ECE level that are MALES?
How many teachers are teaching only one grade at the ECE level that are FEMALES?
How many MALE students in nursery are Visually impaired ?
How many female students in Nursery are Visually impaired ?
How many FEMALE students in Pre-Kindergarten are Visually impaired ?
How many MALE students in pre-Kindergarten are Visually impaired ?
How many FEMALE students in kindergarten are Visually impaired ?
How many MALE students in kindergarten are Visually impaired ?
How many MALE students in  nursery have hearing impairment?
How many FEMALE students in nursery have hearing impairment?
How many FEMALE students in pre- kindergarten are hearing impairment?
How many MALE students in pre-kindergarten have hearing impairment?
How many MALE students in kindergarten have hearing impairment?
How many FEMALE students in  Kindergarten have hearing impairment?
How many MALE students in Nursery have other physical disabilities?
How many FEMALE students in Nursery have other physical disabilities ?
How many FEMALE students in  Pre-Kindergarten have other physical disabilities?
How many MALE students in  Pre-Kindergarten have other physical disabilities?
How many MALE students in  Kindergarten have other physical disabilities?
How many FEMALE students in  Kindergarten have other physical disabilities?
How many MALE students in Nursery have other mental disability or learning difficulty?
How many FEMALE students in Nursery have other mental disability or learning difficulty?
How many MALE students in  Pre-Kindergarten have other mental disability or learning difficulty?
How many FEMALE students in  Pre-Kindergarten have other mental disability or learning difficulty?
How many MALE students in  Kindergarten have other mental disability or learning difficulty?
How many FEMALE students in  Kindergarten have other mental disability or learning difficulty?
How many MALE students below AGE 3 YEARS OLD are in Nursery?
How many FEMALE students below AGE 3 YEARS OLD are in Nursery?
How many MALE students below AGE 3 YEARS OLD are in Pre-kindergarten?
How many FEMALE students below AGE 3 YEARS OLD are in Pre-kindergarten?
How many MALE students below AGE 3 YEARS OLD are in Kindergarten?
How many FEMALE students below AGE 3 YEARS OLD are in Kindergarten?
How many MALE students AGE 3 YEARS OLD are in Nursery?
How many MALE students AGE 4 YEARS OLD are in Nursery?
